homograph	wordid	sentence	start	end
sake	sake	Lee Leng accepts the verbal contract for the sake of the Fang Group, despite his feelings for Kajika.	45	49
sake	sake	In general, the Hesychast restricts his external activities for the sake of his Hesychastic practice.	68	72
sake	sake	Thus, Garibaldi sacrificed republican hopes for the sake of Italian unity under a monarchy.	52	56
sake	sake	Sure that she is the murderer, Vivian decides to commit suicide for the sake of the pack.	72	76
sake	sake	The better elements in the Remove often help Hazel out of his scrapes for her sake.	78	82
sake	sake	He took artistic liberties in his depictions of human action, and for the sake of his readers' and publishers' interest.	74	78
sake	sake	For the sake of his health, Christine convinces him to return to Paris.	8	12
sake	sake	They should stop this hearsay for the sake of the oppressed brothers of Kashmir.	38	42
sake	sake	"It's time we offer quality in TV content for the sake of actors too""."	49	53
sake	sake	In 1867 his doctor suggested Sabin relocate for the sake of his health.	52	56
sake	sake	The final cause, is that for the sake of which the statue is made, the (actual) statue.	33	37
sake	sake	Does he not speak entirely for our sake?	35	39
sake	sake	The song almost makes reference to the possibility of forgiveness after an infidelity for the sake of the couple.	94	98
sake	sake	An infinite game continues play, for the sake of play.	41	45
sake	sake	When Alan reflects on his behavior he wants Carol back for the sake of the children.	63	67
sake	sake	It is also the most sustainable, pleasant, self-sufficient activity; something which is aimed at for its own sake.	109	113
sake	sake	For the sake of geographical balance, most of these were Italians.	8	12
sake	sake	The coalescence is not simply for the sake of alliterative effect.	38	42
sake	sake	Whatever repercussions come, I'm willing to be on that chopping block for entertainment's sake.	90	94
sake	sake	"He said, ""I don't want to be a celebrity for the sake of being a celebrity."	49	53
sake	sake	They execute the practices for the sake of it.	35	39
sake	sake	Men need counsel and men need help, often special help; and all this ought to be rendered for decency's sake.	104	108
sake	sake	He had taken his spirit from his body, for the sake of the children, he did so again.	47	51
sake	sake	"The gloves are off in songs such as ""Cut Me Loose"", ""For Goodness Sake"" and ""Solo""."	66	70
sake	sake	We believe that God has justified all sinners, that is, he has declared them righteous for the sake of Christ.	95	99
sake	sake	For the sake of clarity, each group's exodus is described separately here, although their fate shared many common elements.	8	12
sake	sake	It is later revealed that she is being used by Kuon for the sake of his unknown goals.	60	64
sake	sake	As a result, a is usually promoted to in Israeli writing for the sake of disambiguation.	65	69
sake	sake	For the sake of publicity, he rode one lap around the course of the first stage on his mountain bicycle.	8	12
sake	sake	During the period of the Muscovite-Lithuanian Wars, a mysterious fool-for-Christ's-sake, appeared in the Monastery of the Holy Trinity.	83	87
sake	sake	"He said, ""Mankind does not exist for science's sake, but science should be used to improve the conditions of mankind."""	47	51
sake	sake	This is used when he ultimately has to defeat his master for the sake of love.	65	69
sake	sake	"The term implies ""effect for effect's sake""."	38	42
sake	sake	Was it for the sake of society to which one was under obligations?	15	19
sake	sake	Description for description's sake, especially in studied verse, is rarely a vitalized form of literature.	30	34
sake	sake	Palermo kept the murder quiet for the sake of fellow DeCavalcante mobster Riggi, who was Colicchio's brother-in-law.	38	42
sake	sake	His movies included The Saxon Charm, Dear Wife, Son of Paleface, Two Flags West, USS Teakettle, and For Heaven's Sake.	113	117
sake	sake	"As she wrote, ""I wish woman to live, first for God's sake."	53	57
sake	sake	She became Chong Ngou-shan's wife for the sake of money.	42	46
sake	sake	It is a tragedy that ends with an individual sacrifice for the sake of the communal benefit.	63	67
sake	sake	Vieuxtemps never indulged in sheer virtuosity for its own sake, like some of his predecessors.	58	62
sake	sake	It's not a case of having a gay kiss just for titillation's sake.	60	64
sake	sake	"One designer said that during the design process, the Aztek was made ""aggressive for the sake of being aggressive."""	89	93
sake	sake	"Noisecreep's Greg Srisavasdi claimed that ""Go to Hell, for Heaven's Sake"" is ""an aggressive verbal attack on an unnamed recipient""."	68	72
sake	sake	Lean shouted at them, 'For God's sake, whistle a march to keep time to.'	33	37
sake	sake	"But we try and do things properly and for Luke's sake I left him out""."	49	53
sake	sake	He wants to be terrible for the sake of freedom.	32	36
sake	sake	It may be compared to free writing, or writing for its own sake, instead of writing to produce verbal context.	59	63
sake	sake	For the sake of appearances, the new position was nominally pro tempore, since Tamandaré had virtually been forced to resign.	8	12
sake	sake	For the sake of form this amendment was formally proposed by Lord Weatherill, Convenor of the Cross-Bench Peers.	8	12
sake	sake	Stop for your own sake from interfering with God who is with me, so that He will not destroy you.	18	22
sake	sake	Kang responded with the remark that his behaviour was only for the sake of the show.	67	71
sake	sake	But if I worship You for Your Own sake, grudge me not Your everlasting Beauty.	34	38
sake	sake	You're in a nightclub, for God's sake.	33	37
sake	sake	Jonathan was the father of Mephibosheth, to whom David showed special kindness for Jonathan's sake (2 Samuel 9).	94	98
sake	sake	She is in love with Naoya, but regretfully gives up her feelings for Nagisa's sake.	78	82
sake	sake	Satisfaction with the thermal environment is important for its own sake and because it influences productivity and health.	67	71
sake	sake	Eventually Philip the Bold paid the ransom for the sake of their uncle Malouel, his painter.	51	55
sake	sake	For the sake of his wife and son, Drona desired freedom from poverty.	8	12
sake	sake_jp	You can eat it with Japanese Sake, put it in Ocha-zuke, rice with Japanese tea, or put it in miso-soup.	29	33
sake	sake_jp	Sake sets are commonly ceramic, but may be wood, lacquered wood, glass or plastic.	0	4
sake	sake_jp	Loving sake, savoring sake, enjoying sake is not so bad.	37	41
sake	sake_jp	However, he was then given sake and assassinated by the prince he had betrayed his master for.	27	31
sake	sake_jp	Yau also served as consultant on the Japanese restaurant Sake no Hana in St James, London.	57	61
sake	sake_jp	"Along with their constantly updating product list, they are well known for their ""Shimantogawa"" (四万十川) sake."	111	115
sake	sake_jp	Most products are teacups, teapots, flower vases, and sake vessels.	54	58
sake	sake_jp	In addition, some customers refused to buy sake created by a woman.	43	47
sake	sake_jp	Sakawa is famous for the production of Tsukasabotan, a type of sake.	63	67
sake	sake_jp	Walking on the street while drinking sake, Yoshida passes out from an attack of abdominal pain.	37	41
sake	sake_jp	One evening a drunk customer comes to the eatery demanding sake.	59	63
sake	sake_jp	They sing the dosojin song while drinking large amounts of sake.	59	63
sake	sake_jp	It is a type of rice wine similar to sake, but with a lower alcohol content and higher sugar content.	37	41
separate	separate_adj	Three receivers would be used, each sending its output to a separate electron gun, aimed at its colored phosphor.	60	68
separate	separate_adj	They also approached soldiers before blowing themselves up in two separate attacks.	66	74
separate	separate_adj	The company was formed as a separate entity in August 2006 under the leadership of president and CEO Michimasa Fujino.	28	36
separate	separate_adj	The school also has a separate junior wing for classes up to 5th standard.	22	30
separate	separate_adj	There is a separate Governing Council consisting of academia and corporate leaders to advise the Board of Management.	11	19
separate	separate_adj	There is a high school for girls and a separate high school for boys.	39	47
separate	separate_adj	The elementary school was last given separate accountability ratings in 2007.	37	45
separate	separate_adj	Malappuram became a separate district in 1969.	20	28
separate	separate_adj	Oud-Valkenburg was a separate municipality until 1940, when it was merged with Valkenburg.	21	29
separate	separate_adj	In the third form, class sizes are made smaller for the Sciences as three separate science courses are offered.	74	82
separate	separate_adj	In this stream there are two targets, each of which requires a separate response.	63	71
separate	separate_adj	Georgia 4-H has 5 separate 4-H Centers each with its own camping program.	18	26
separate	separate_adj	They later ruled if two separate inserts were used, it would conform to the rules.	24	32
separate	separate_adj	Voters were asked whether they approved of nine separate proposed amendments to the constitution, all of which were approved.	48	56
separate	separate_adj	Most residents still consider it to have an identity separate from the rest of Pyeongtaek City.	53	61
separate	separate_adj	The wheel was sprung and had its own wheel housing, separate from the internal fuselage space.	52	60
separate	separate_adj	Westisle receives its students from two separate intermediate schools, Merritt E. Callaghan Intermediate School and Hernewood Intermediate School.	40	48
separate	separate_adj	Salar Masud established his headquarters at Satrikh, and dispatched separate forces to capture Bahraich, Gopamau and Benares.	68	76
separate	separate_adj	The Institutes of the Law of Nations: a Treatise of the Jural Relations of Separate Political Communities.	75	83
separate	separate_adj	Ogilvy & Mather continued to operate D-A-Y as a separate division until 1988.	48	56
separate	separate_adj	Subsequently, molecular phylogenetic studies demonstrated that Griffineae was a distinct and separate tribe.	93	101
separate	separate_adj	While numerous 6502-based processors could do bank switching, they did this via separate logic.	80	88
separate	separate_adj	Other designs are three piece, the spindle is separate, but the bearing cups incorporate cheaply replaceable standard cartridge bearing units.	46	54
separate	separate_adj	The station consists of three separate island platforms serving two tracks for each respective line.	30	38
separate	separate_adj	Laagblokland was a separate municipality between 1817 and 1857, when it merged with Ottoland.	19	27
separate	separate_adj	The European Community originally consisted of three separate Communities founded by treaty.	53	61
separate	separate_adj	Modern molecular evidence supports the recognition of Phaeonematoloma as an independent genus separate from Hypholoma and Pholiota.	94	102
separate	separate_adj	It allows multiple players on separate controllers to take over gameplay when one player dies.	30	38
separate	separate_adj	It was considered a separate service from special delivery.	20	28
separate	separate_adj	Twello was a separate municipality until 1818, when it was merged with Voorst.	13	21
separate	separate_adj	In 2000, relics of the 8th Tai Situ were enthroned in a separate temple.	56	64
separate	separate_adj	The club was part of the separate football competition that emerged in Soviet-occupied East Germany.	25	33
separate	separate_adj	Molecular analyses have confirmed their identity as separate species and breeding experiments have shown that they do not produce hybrids.	52	60
separate	separate_adj	However, there are separate rules applied to most banks.	19	27
separate	separate_adj	It was shown with a separate English dub produced in the U.S..	20	28
separate	separate_adj	The papyrus contains 35 separate paragraphs relating to women's health, such as gynaecological diseases, fertility, pregnancy, and contraception.	24	32
separate	separate_adj	"Joy in the stage version:""See yourself in the mirror, you're separate from yourself."	61	69
separate	separate_adj	The city of Rome surrounds the Vatican City, the enclave of the Holy See, which is a separate sovereign state.	85	93
separate	separate_adj	It consists of the originally separate villages of Ober- and Unter-Berikon.	30	38
separate	separate_adj	This has already yielded separate, complementary standards for symmetric multiprocessing, namely OpenMP.	25	33
separate	separate_adj	Traditionally, they have been divided into eleven separate series:Maynard's Reports, temp.	50	58
separate	separate_adj	Jamia Nadwiyya is a residential campus having separate hostel facility for both boys and girls.	46	54
separate	separate_adj	Tony Gauci, the Maltese shopkeeper, failed to positively identify Megrahi in nineteen separate pre-trial statements to the police.	86	94
separate	separate_adj	He was transferred to command the 56th Army (initially a separate army) in late October.	57	65
separate	separate_adj	The two countries remained separate despite sharing a common monarch.	27	35
separate	separate_adj	Works of certain international organisations also qualify for protection under separate provisions in the 1988 Act.	79	87
separate	separate_adj	As The Woogie grew in popularity, the decision was made to create a separate event based on the stage.	68	76
separate	separate_adj	Leftist uprisings and/or a separate peace by these States were feared.	27	35
separate	separate_adj	It had separate Tx and Rx antennas, combined in Type 279M to single antenna operation.	7	15
separate	separate_adj	The school was opened in 1941 and originally consisted of two separate single sex secondary modern schools.	62	70
separate	separate_adj	The trajectory matrix of multi-channel time series consists of stacked trajectory matrices of separate times series.	94	102
separate	separate_adj	They have been classified as a separate phylum, Pogonophora, or as two phyla, Pogonophora and Vestimentifera.	31	39
separate	separate_adj	Separate local government began in 1890 when the Scunthorpe local board of health was formed.	0	8
separate	separate_adj	Since 2008, four editions of two separate events have been organized each year.	33	41
separate	separate_adj	It also issued separate guidelines for foreign-funded payment institutions.	15	23
separate	separate_adj	It became a separate civil parish in 1866.	12	20
separate	separate_adj	It has 19 separate general population housing units with 596 dormitory beds and 897 confined cell beds.	10	18
separate	separate_adj	Ambushed and aggressively attacked, these two companies were also pinned down in separate enclaves by the early afternoon.	81	89
separate	separate_adj	Separate parking fees must be paid for the park and the falls.	0	8
separate	separate_adj	People from Our Lady's Nativity parish also have their own identity separate from people in the Confey parish.	68	76
separate	separate_adj	As is tradition, the mosque has separate entrances and rooms for men and women.	32	40
separate	separate_adj	The station consists of two separate sections, one for each line, at the same level and 150 metres apart.	28	36
separate	separate_adj	First, while many religions fuse the concept of the body and the soul, the thetan (spirit) is separate and independent.	94	102
separate	separate_adj	He claimed they served as, and promoted, exactly the type of separate abolitionism he was fighting against.	61	69
separate	separate_adj	Changes were made at ABC/ESPN for 1999, as the networks created separate crews for their IRL and CART broadcasts.	64	72
separate	separate_adj	The DuPage Airport Authority owns 2,800 acres (1,100 ha) and operates four separate business units.	75	83
separate	separate_adj	"The Auto Academy still maintains its separate residence on Hanson St. and the ""old"" main building still sits unoccupied."	37	45
separate	separate_adj	Permanent Me decided in March 2008 to disband go their separate ways.	55	63
separate	separate_adj	In 1865, Hudson-area residents again petitioned for Feltonville to become a separate town.	76	84
separate	separate_adj	The Channel Islands fall into two separate self-governing bailiwicks, the Bailiwick of Guernsey and the Bailiwick of Jersey.	34	42
separate	separate_adj	Havering ward grew independent of Romford in the 17th century and became a separate parish in the 1780s.	75	83
separate	separate_adj	It is famous for its Italian Romanesque Revival architecture with a separate campanile (bell tower) and for its scenic location.	68	76
separate	separate_adj	MWR is designed to detect six different frequencies in that range using separate antennas.	72	80
separate	separate_adj	Over the years, there were three separate Methodist churches located within North Augusta.	33	41
separate	separate_adj	Originally specialising in eyewear, Arckiv eventually became a menswear label in 2010 after its eyewear division became a separate company.	122	130
separate	separate_vrb	"This kind of cortex, favoring more local connections between adjacent cortical regions, ""dismantles the world around us to separate representations."	123	131
separate	separate_vrb	There he falls prey to a scheming widow, and he and his wife separate.	61	69
separate	separate_vrb	She also tries to separate Rian and Carol, who fall in love for each other.	18	26
separate	separate_vrb	Stationing 10,000 troops to separate American Indians and frontiersmen was one role.	28	36
separate	separate_vrb	The distance of the capital was one of the reasons why Hidalgo state would eventually separate.	86	94
sow	sow	Nor was it enough to comb and to sow the materials for a tunic.	33	36
sow	sow	"As I have seen, those who plow iniquity and sow trouble reap the same."""	44	47
sow	sow	Let there be a reconciliation of disputes that often sow the seeds of further misfortunes.	53	56
sow	sow	He commissioned Edmund Barclay to write the series As Ye Sow which ran for most of 1937.	57	60
sow	sow	Femme Fatale's second album, As You Sow, So Shall You Reap, was released by Ache in 2002.	36	39
sow	sow	In doing so, they could sow their knowledge of the Buddha deep into their minds.	24	27
sow	sow	"The album spawned three more singles, ""First Met You,"" ""Skyscrapers,"" and ""The Seeds We Sow."""	88	91
sow	sow	This is a dance performed as dancers sow the seeds of rice in the jhums.	37	40
sow	sow	Taiwan enterprises sow opportunity in Fujian, CCTV International, 28 June 2009.	19	22
sow	sow	She ordered him to dig an acre of land and sow it by evening.	43	46
sow	sow	Himmler narrowly convinces Hitler it was all merely an attempt to sow distrust between the Allies.	66	69
sow	sow	Squanto had arrived just at the time that the planters were to sow their first crops in the Western Hemisphere.	63	66
sow	sow	"The job MI6 gave to Zaehner in Tehran was ""ugly: to sow chaos in the heart of a sovereign government."""	52	55
sow	sow	It feeds on the flowers and buds of various yellow-flowered Asteraceae such as hawksbeards, hawkweeds and sow thistles.	106	109
sow	sow	Sometimes you get right to the edge of it, and sow it back shut and stay on the other side.	47	50
sow	sow	He was also comparatively adventurous for his time, for example, advising listeners in 1940 to sow a row of garlic.	95	98
sow	sow	Known only to each other, the fascists coordinate to sow distrust and install their cold-blooded leader.	53	56
sow	sow	Do not sow your fields or prune your vineyards.	7	10
sow	sow	If the Lord's people sow filthiness, they will reap the east wind and destruction (Mosiah 7:31).	21	24
sow	sow	They plow, sow, weed, harvest and transport crops.	11	14
sow	sow	Chaos exists only to persist and spread, the Dark Gods delighting only in the destruction and disorder they sow.	108	111
sow	sow	"The East London Mosque condemned the patrols as ""utterly unacceptable and clearly designed to stoke tensions and sow discord."""	113	116
sow	sow	Jia Xu suggested that Cao Cao pretend to agree to their terms, and then try to sow discord among them.	79	82
sow	sow	On the farm you learn early that you reap what you sow.	51	54
sow	sow	Athena gave Cadmus half of the dragon's teeth, advising him to sow them.	63	66
sow	sow	Allen swapped dogtags with Hobie's body to sow confusion during his escape of the burning helicopter wreckage.	43	46
sow	sow	Subtropical areas should sow seed once the soil has warmed in the spring.	25	28
sow	sow	He would sow a seed and then wait to see if I would pick up on it.	9	12
sow	sow	It is recommeneded to sow seeds between Feb to the end of October.	22	25
sow	sow	What you sow, you have to reap.	9	12
sow	sow	Vadhirajaru with his divine powers gave some seeds of Brinjal to Mattu Brahmins to sow it.	83	86
sow	sow	Behold a sower went forth to sow.	29	32
sow	sow	In bitterness, the queen sought to sow discord between Olaf and her husband.	35	38
sow	sow	Typically men use the kajandu while women sow, replant, spread manure and harvest.	42	45
sow	sow	"Reincarnation exists and karma (""You reap what you sow"") is the explanation for various injustices."	51	54
sow	sow	It is better to sow the ripe seed, after collection from the plant.	16	19
sow	sow	Attempts by the Arab Higher Committee to sow discord between the units of the ALA were unsuccessful.	41	44
sow	sow	Don't till by that river or sow there (Deuteronomy 21:4).	28	31
sow	sow	Peasants have long-term tenure as long as they sow the land, but they cannot mortgage or sell the use rights.	47	50
sow	sow	Snipers sow panic in Aleppo as fighting rages.	8	11
sow	sow	She was made by Gargamel as a means to sow unrest in the Smurf village.	39	42
sow	sow	They refuse to put any live animal to death, they sow no corn, and have no dwelling-houses.	50	53
sow	sow	He also stated that Turkey would not give in to efforts to sow division in society.	59	62
sow	sow	Related to this was his goal to sow the seeds of musical appreciation for future generations.	32	35
sow	sow	"The song ""Reap What You Sow"" is the first song by Powderfinger to have a music video."	24	27
sow	sow	Workers were paid $8 per hour to sow topsoil with the invasive vine.	33	36
sow	sow	LDI admits that part of the goal of this project is to sow discord and strife within abortion facilities.	55	58
sow	sow	Thus it was prohibited to plow or sow before the first thunder as the earth would be barren.	34	37
sow	sow_nou	The sow will stay in the hole for several weeks, nursing her piglets.	4	7
sow	sow_nou	It feeds mainly on sow thistles and lettuces but other food plants have been recorded (see list below).	19	22
sow	sow_nou	Soo' is the local derivative for a sow or pig.	35	38
sow	sow_nou	Also important are the sedges and sow thistles which reproduce easily in areas that are less salty.	34	37
sow	sow_nou	"His nickname ""Syr"" can be translated as meaning ""sow or swine"" (related to Old Norse svin)."	49	52
sow	sow_nou	"German for ""Jews' sow"", Judensau was the derogatory and dehumanizing imagery of Jews that appeared around the 13th century."	18	21
sow	sow_nou	The animals' specific name scrofa is Latin for 'sow'.	48	51
sow	sow_nou	The artist was given the choice of a boar, a sow or a ram, and the sow was chosen.	45	48
sow	sow_nou	Nalco manufactures primary aluminium metal in the form of ingots, wire rods, sow moulds, billets and strips.	77	80
sow	sow_nou	During the Second World War some 47% of the total pedigree sow registrations were from the Essex and Wessex breeds.	59	62
sow	sow_nou	"He nicknamed her Mei Zhu, which means ""Beautiful Sow"" (美豬)."	49	52
sow	sow_nou	It marks the eastern end of the Sow and Pigs Reef.	32	35
sow	sow_nou	"Regan describes the track, ""Sow Mare Bitch Vixen"" as ""a celebration of the femme fatale."""	28	31
sow	sow_nou	Pedraza lost his second preliminary to Daouda Sow of France by points, 13:9.	46	49
sow	sow_nou	It is also of economic importance in the sow, but, in this species, it is not related to public health.	41	44
sow	sow_nou	"On October 6, a cannon that was dubbed the ""Old Sow"" arrived from Ticonderoga."	48	51
sow	sow_nou	This sow head relates to the origins of Vajravarahi from the Hindu sow-faced goddess Varahi.	5	8
sow	sow_nou	Strabo was under the impression that the Calydonian Boar was an offspring of the Crommyonian Sow vanquished by Theseus.	93	96
sow	sow_nou	"Other names are Windsau (""wind sow""), Kleesau (""clover sow""), Kornsau (""corn sow""), Aumsau (""chaff sow"") or iserne Range (""iron sow"")."	99	102
sow	sow_nou	This task involved monitoring, nursing, and taking care of a pregnant sow who is about give birth to piglets.	70	73
sow	sow_nou	She was distraught, and a fairy woman asked what she would give her if she helped the sow.	86	89
sow	sow_nou	They also deployed lighter bolt-shooting balistas, belfry siege towers and on one occasion a covered sow.	101	104
sow	sow_nou	Originally the reef was exposed and resembled a sow and her litter.	48	51
sow	sow_nou	His book The Sow — Improving Her Efficiency has been translated into 23 languages.	13	16
sow	sow_nou	When the sow discovers the remains of the piglets, she runs madly around the farm squealing.	9	12
sow	sow_nou	Finally, the flow stops and so does the grunting of the sow.	56	59
sow	sow_nou	Players also avoid confusion by alternatively calling the Ace/Deuce a sau (sow).	75	78
sow	sow_nou	"The Old Sow had been owned by the Nauvoo Legion."""	8	11
sow	sow_nou	"In ""The Psychiatrist"", he has a row with Sybil during which he calls his wife a 'rancorous, coiffured old sow'."	106	109
subordinate	subordinate_adj-nou	Subordinate to the Army of the Alps was the 14th Army Corps under General Beynet.	0	11
subordinate	subordinate_adj-nou	Voltaire also wonders about such detention measures and state secrecy around a simple subordinate confidant.	86	97
subordinate	subordinate_adj-nou	In a fit of romantic jealousy, Bodie's subordinate, Lex murdered his ex-girlfriend's new boyfriend: a Stanfield dealer known as Fruit.	39	50
subordinate	subordinate_adj-nou	On 23 July 1930, the okrugs were abolished, and the districts became directly subordinate to the oblasts.	78	89
subordinate	subordinate_adj-nou	At the time, it was a fortress subordinate to Pskov and protecting it from the south.	31	42
subordinate	subordinate_adj-nou	Baltimore Gabbro Complex is a hypersthene gabbro with subordinate amounts of olivine gabbro, norite, anorthositic gabbro, and pyroxenite.	54	65
subordinate	subordinate_adj-nou	The Hamburg Stock Exchange (founded in 1558) is owned by and subordinate to the Hamburg Chamber of Commerce.	61	72
subordinate	subordinate_adj-nou	Kodungallur was a feudal principality subordinate to the rulers of the Kingdom of Cochin.	38	49
subordinate	subordinate_adj-nou	Lugdush was one of Saruman's Uruk-hai and a trusted subordinate of Ugluk.	52	63
subordinate	subordinate_adj-nou	Subsequently he worked for Sun Yuanhua, governor of Shandong, along with fellow Mao subordinate Geng Zhongming.	84	95
subordinate	subordinate_adj-nou	He was also chief supervisor of the Secret Service Sigurimi, which was subordinate to the Ministry of the Interior.	71	82
subordinate	subordinate_adj-nou	The area has been populated since at least the 10th century and was subordinate to Pskov.	68	79
subordinate	subordinate_adj-nou	These individuals were in networks of subordinate organizations, called kikan, that would carry out actual operations.	38	49
subordinate	subordinate_adj-nou	The other (nameless) subordinate decides to utilize the formula to conquer the world by using the former Brainhov's invention.	21	32
subordinate	subordinate_adj-nou	Their lords had no specific rank, and were always officially subordinate to dukes and foreign princes.	61	72
subordinate	subordinate_adj-nou	Unlike the relationship between consuls, who shared equal authority, the magister equitum was always subordinate to the dictator.	101	112
subordinate	subordinate_adj-nou	P. annularis queens have the tendency to outlive all of the subordinate cofoundresses of their associations.	60	71
subordinate	subordinate_adj-nou	According to the Grand Lodge's 2015 reports, there are 19 Subordinate Lodges in Liberia with a total membership of 1,750.	58	69
subordinate	subordinate_adj-nou	Inugama (Inugami in the English version): Ushitora's former subordinate.	60	71
subordinate	subordinate_adj-nou	After protracted discussion, the Presbytery referred the case to the Western Subordinate Synod for adjudication.	77	88
subordinate	subordinate_adj-nou	In the first case the accompaniment is subordinate, and serves merely to support the first or principal part.	39	50
subordinate	subordinate_adj-nou	He allowed his subordinate commanders a great deal of latitude in making decisions for their units.	15	26
subordinate	subordinate_adj-nou	Since Wright was the chief engineer, Randel was his subordinate.	52	63
subordinate	subordinate_adj-nou	Personal infinitive sentences may often be used interchangeably with finite subordinate clauses.	76	87
subordinate	subordinate_adj-nou	In comparison with unparasitized control nests, subordinate females under a parasite queens laid more eggs.	48	59
subordinate	subordinate_adj-nou	Subordinate commands were under discussion in 1954 and 1956.	0	11
subordinate	subordinate_adj-nou	It is subordinate to St Mary's parish church at West Dean.	6	17
subordinate	subordinate_adj-nou	It is a subordinate unit of I Corps.	8	19
subordinate	subordinate_adj-nou	Each of the four provinces became subordinate entities and had far fewer powers than the Canadian provinces or Australian states.	34	45
subordinate	subordinate_adj-nou	The idea of keeping slaves illiterate was a tool for white Southerners to keep the slaves subordinate.	90	101
subordinate	subordinate_adj-nou	Instead, he sends his subordinate Nezha to arrest Wukong.	22	33
subordinate	subordinate_adj-nou	"Presently, there are 12 ""Military Regions"", which are further broken down into 44 subordinate ""Military Zones."""	82	93
subordinate	subordinate_adj-nou	Secondly, the slaves were captured and, at night, they were bound to stakes which symbolized their subordinate status.	99	110
subordinate	subordinate_adj-nou	He had entered the village with two of his subordinate commanders and a few of his fighters.	43	54
subordinate	subordinate_adj-nou	Among the critics of Patton's frequent use of vulgarities was General Omar Bradley, Patton's former subordinate.	100	111
subordinate	subordinate_adj-nou	The Surruque to the north and the Jaega to the south were politically subordinate to the Ais.	70	81
subordinate	subordinate_adj-nou	During the verses of the song the quinto is capable of sublime creativity, while musically subordinate to the lead vocalist.	91	102
subordinate	subordinate_adj-nou	Along with other federal ministries and agencies, the FSB created its own departmental awards subordinate to the state awards.	94	105
subordinate	subordinate_adj-nou	"Known as the ""Titans"", VMGRT-253 was a subordinate unit of Marine Aircraft Group 14, 2nd Marine Aircraft Wing."	39	50
subordinate	subordinate_adj-nou	Unlike the La Mojarra Stela 1, these two monuments also show a subordinate, and likely intimidated, smaller figure.	63	74
subordinate	subordinate_adj-nou	"Instead of a subordinate regional diet, Hungary was granted its own parliament, and essentially attained the status of ""sovereign state""."	13	24
subordinate	subordinate_adj-nou	In 904, he executed Emperor Zhaozong of Tang and made his 13-year-old son a subordinate ruler.	76	87
subordinate	subordinate_adj-nou	The bishopric was centered on the town of Tur Abdin (in southeast Turkey) and was subordinate to Dara.	82	93
subordinate	subordinate_adj-nou	It was headed by a governor, subordinate to the U.S. Governor-General of the Philippine Islands.	29	40
subordinate	subordinate_adj-nou	Items that have subordinate aggregate data are called group items; those that do not are called elementary items.	16	27
subordinate	subordinate_adj-nou	Typically an individual may work with or be subordinate to a conservator.	44	55
subordinate	subordinate_adj-nou	The members of the court can be divided into three general categories: royalty, ministers, and subordinate officials.	95	106
subordinate	subordinate_adj-nou	In 1826 von Recke was himself dismissed from his post because of embezzlement by a subordinate employee in his department.	83	94
subordinate	subordinate_adj-nou	This is often called the falling fight, though it is more common for one wasp to act as a subordinate.	90	101
subordinate	subordinate_adj-nou	The two B sections (subordinate themes) are in G major and C major respectively.	20	31
subordinate	subordinate_adj-nou	The subordinate suffix can be followed by either nominative or accusative cases.	4	15
subordinate	subordinate_adj-nou	The statutes are subordinate to the Oregon Constitution.	17	28
subordinate	subordinate_adj-nou	The revised statute is clearly subordinate to the Constitution of Japan, which went into effect on May 3, 1947.	31	42
subordinate	subordinate_adj-nou	All of the Teutonic Knights' possessions were subordinate to the Grand Master, whose seat was in Bad Mergentheim.	46	57
subordinate	subordinate_adj-nou	Verbless subordinate clauses introduced by an (and) express surprise or indignation.	9	20
subordinate	subordinate_adj-nou	In peacetime, a Soviet army was usually subordinate to a military district.	40	51
subordinate	subordinate_adj-nou	Administratively skekSil's subordinate, skekShod is incapable of acknowledging anyone's presence unless offered some gift.	27	38
subordinate	subordinate_adj-nou	Owen says this was premature and that the ARBiH wasn't required to be subordinate to the HVO.	70	81
subordinate	subordinate_adj-nou	Subordinating conjunctions make relations between clauses, making the clause in which they appear into a subordinate clause.	105	116
subordinate	subordinate_adj-nou	First-print copies of the game featured DLC codes for Gust from Hyperdimension Neptunia as a subordinate demon.	93	104
subordinate	subordinate_adj-nou	Some have had subordinate units reallocated to other commands.	14	25
subordinate	subordinate_adj-nou	Politically the United States tried to keep a distance from European affairs, and Canada was subordinate to British foreign policy.	93	104
subordinate	subordinate_adj-nou	Svalbard is subordinate Nord-Troms District Court and Halogaland Court of Appeal, both located in Tromso.	12	23
subordinate	subordinate_adj-nou	It is subordinate to the Federal Ministry of the Interior (Bundesministerium des Innern (BMI)).	6	17
subordinate	subordinate_adj-nou	It was established in 1989 as a subordinate to the Elections and Boundaries Commission.	32	43
subordinate	subordinate_adj-nou	New Forms and Functions of Subordinate Clause in Kurdish.	27	38
subordinate	subordinate_adj-nou	The region has been subordinate both the Roman Catholic Diocese of Lezhe and Roman Catholic Diocese of Sape.	20	31
subordinate	subordinate_adj-nou	His subordinate Liu Zeqing (劉澤清) escaped north to Huai'an, while only Liu Zhaoji (劉肇基) came to Shi Kefa's aid.	4	15
subordinate	subordinate_adj-nou	It facilitated analysis of the ways subordinate groups actively resist and respond to political and economic domination.	36	47
subordinate	subordinate_adj-nou	Someone would have to run from one commander to a subordinate to tell them what to do.	50	61
subordinate	subordinate_adj-nou	Shapiro and Austen become close friends despite their disparate backgrounds and his subordinate position as Austen's leading petty officer.	84	95
